YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity,importance_Quantity_bf1mm,importance_0_cluster_bf1mm,importance_1_cluster_bf1mm,importance_2_cluster_bf1mm,importance_3_cluster_bf1mm,importance_4_cluster_bf1mm
2011-11-01, 4 PURPLE FLOCK DINNER CANDLES,41,11,0,0,0,1,1,0,0,0,2,2,0,0,0,0,7.996801376342773,0.019999999552965164,0.20999999344348907,0.7599999904632568,0.0,0.0,0.0
2011-12-01, 50'S CHRISTMAS GIFT BAG LARGE,24,2,0,0,0,0,0,0,1,0,255,18,7,0,0,0,493.7683410644531,0.5699999928474426,0.1899999976158142,0.23000000417232513,0.0,0.0,0.0
2011-12-01, DOLLY GIRL BEAKER,237,3,1,1,0,0,0,0,1,0,363,22,13,1,0,0,524.244384765625,0.800000011920929,0.12999999523162842,0.07000000029802322,0.0,0.0,0.0
2011-12-01, I LOVE LONDON MINI BACKPACK,4,1,0,0,0,0,0,0,1,0,89,15,7,0,0,1,88.6239013671875,0.0,0.0,1.0,0.0,0.0,0.0
2011-12-01, NINE DRAWER OFFICE TIDY,1,1,0,0,0,0,0,0,1,0,15,7,0,0,0,1,3.983360528945923,0.5199999809265137,0.47999998927116394,0.0,0.0,0.0,0.0
2011-12-01, OVAL WALL MIRROR DIAMANTE ,2,0,2,0,0,0,0,0,1,0,24,8,8,0,0,0,15.002909660339355,0.38999998569488525,0.09000000357627869,0.5199999809265137,0.0,0.0,0.0
2011-12-01, RED SPOT GIFT BAG LARGE,27,2,1,0,0,0,0,0,1,0,261,18,2,0,0,0,338.9210205078125,0.009999999776482582,0.9800000190734863,0.009999999776482582,0.0,0.0,0.0
2011-12-01, SET 2 TEA TOWELS I LOVE LONDON ,61,7,0,0,0,0,0,0,1,0,37,6,2,0,0,0,60.60735321044922,0.009999999776482582,0.0,0.09000000357627869,0.0,0.0,0.9100000262260437
2011-12-01, SPACEBOY BABY GIFT SET,18,6,1,1,0,0,0,0,1,0,61,12,11,1,0,2,88.43753814697266,0.4099999964237213,0.15000000596046448,0.3700000047683716,0.0,0.0,0.07000000029802322
2011-12-01, TRELLIS COAT RACK,7,2,0,0,0,0,0,0,1,0,24,8,2,0,0,1,106.34757995605469,0.9900000095367432,0.0,0.0,0.0,0.0,0.0
2011-12-01,10 COLOUR SPACEBOY PEN,385,4,2,1,0,0,0,0,1,0,1051,33,10,1,0,1,505.6589660644531,0.019999999552965164,0.019999999552965164,0.9599999785423279,0.0,0.0,0.0
2011-12-01,12 COLOURED PARTY BALLOONS,55,5,1,0,0,0,0,0,1,0,286,21,1,0,0,2,120.8696060180664,0.20999999344348907,0.019999999552965164,0.7400000095367432,0.0,0.0,0.03999999910593033
2011-12-01,12 DAISY PEGS IN WOOD BOX,13,1,1,0,0,0,1,0,0,0,10,3,0,0,0,0,11.99473762512207,0.4399999976158142,0.1899999976158142,0.3100000023841858,0.0,0.0,0.05999999865889549
2011-12-01,12 EGG HOUSE PAINTED WOOD,6,0,2,0,0,1,0,0,1,0,16,2,2,0,0,3,17.900590896606445,0.4000000059604645,0.09000000357627869,0.2800000011920929,0.0,0.0,0.23000000417232513
2011-12-01,12 IVORY ROSE PEG PLACE SETTINGS,65,4,3,0,0,0,1,0,0,0,22,3,0,0,0,1,1.001082181930542,0.009999999776482582,0.8500000238418579,0.0,0.0,0.0,0.14000000059604645
