YYYYMM,Description,Quantity,0_cluster,1_cluster,2_cluster,3_cluster,4_cluster,Erratic,Intermittent,Lumpy,Smooth,Quantity_bf1mm,0_cluster_bf1mm,1_cluster_bf1mm,2_cluster_bf1mm,3_cluster_bf1mm,4_cluster_bf1mm,predict_Quantity,importance_Quantity_bf1mm,importance_0_cluster_bf1mm,importance_1_cluster_bf1mm,importance_2_cluster_bf1mm,importance_3_cluster_bf1mm,importance_4_cluster_bf1mm
2011-11-01, 4 PURPLE FLOCK DINNER CANDLES,41,11,0,0,0,1,1,0,0,0,2,2,0,0,0,0,11.929705619812012,0.019999999552965164,0.20999999344348907,0.7599999904632568,0.0,0.0,0.0
2011-12-01, 50'S CHRISTMAS GIFT BAG LARGE,24,2,0,0,0,0,0,0,1,0,255,18,7,0,0,0,493.8802490234375,0.5699999928474426,0.1899999976158142,0.23000000417232513,0.0,0.0,0.0
2011-12-01, DOLLY GIRL BEAKER,237,3,1,1,0,0,0,0,1,0,363,22,13,1,0,0,479.8777160644531,0.800000011920929,0.12999999523162842,0.07000000029802322,0.0,0.0,0.0
2011-12-01, I LOVE LONDON MINI BACKPACK,4,1,0,0,0,0,0,0,1,0,89,15,7,0,0,1,88.76103973388672,0.0,0.0,1.0,0.0,0.0,0.0
2011-12-01, NINE DRAWER OFFICE TIDY,1,1,0,0,0,0,0,0,1,0,15,7,0,0,0,1,3.986557722091675,0.5199999809265137,0.47999998927116394,0.0,0.0,0.0,0.0
2011-12-01, OVAL WALL MIRROR DIAMANTE ,2,0,2,0,0,0,0,0,1,0,24,8,8,0,0,0,22.20404815673828,0.38999998569488525,0.09000000357627869,0.5199999809265137,0.0,0.0,0.0
2011-12-01, RED SPOT GIFT BAG LARGE,27,2,1,0,0,0,0,0,1,0,261,18,2,0,0,0,324.8537292480469,0.009999999776482582,0.9800000190734863,0.009999999776482582,0.0,0.0,0.0
2011-12-01, SET 2 TEA TOWELS I LOVE LONDON ,61,7,0,0,0,0,0,0,1,0,37,6,2,0,0,0,41.39705276489258,0.009999999776482582,0.0,0.09000000357627869,0.0,0.0,0.9100000262260437
2011-12-01, SPACEBOY BABY GIFT SET,18,6,1,1,0,0,0,0,1,0,61,12,11,1,0,2,88.42749786376953,0.4099999964237213,0.15000000596046448,0.3700000047683716,0.0,0.0,0.07000000029802322
2011-12-01, TRELLIS COAT RACK,7,2,0,0,0,0,0,0,1,0,24,8,2,0,0,1,106.34757995605469,0.9900000095367432,0.0,0.0,0.0,0.0,0.0
2011-12-01,10 COLOUR SPACEBOY PEN,385,4,2,1,0,0,0,0,1,0,1051,33,10,1,0,1,810.2509155273438,0.019999999552965164,0.019999999552965164,0.9599999785423279,0.0,0.0,0.0
2011-12-01,12 COLOURED PARTY BALLOONS,55,5,1,0,0,0,0,0,1,0,286,21,1,0,0,2,120.98845672607422,0.20999999344348907,0.019999999552965164,0.7400000095367432,0.0,0.0,0.03999999910593033
2011-12-01,12 DAISY PEGS IN WOOD BOX,13,1,1,0,0,0,1,0,0,0,10,3,0,0,0,0,12.72829818725586,0.4399999976158142,0.1899999976158142,0.3100000023841858,0.0,0.0,0.05999999865889549
2011-12-01,12 EGG HOUSE PAINTED WOOD,6,0,2,0,0,1,0,0,1,0,16,2,2,0,0,3,10.655045509338379,0.4000000059604645,0.09000000357627869,0.2800000011920929,0.0,0.0,0.23000000417232513
2011-12-01,12 IVORY ROSE PEG PLACE SETTINGS,65,4,3,0,0,0,1,0,0,0,22,3,0,0,0,1,1.4084694385528564,0.009999999776482582,0.8500000238418579,0.0,0.0,0.0,0.14000000059604645
2011-12-01,12 MESSAGE CARDS WITH ENVELOPES,55,5,3,0,0,0,0,0,1,0,213,33,4,0,0,1,139.04840087890625,0.5899999737739563,0.36000001430511475,0.029999999329447746,0.0,0.0,0.019999999552965164
2011-12-01,12 PENCIL SMALL TUBE WOODLAND,81,5,1,0,0,0,0,0,1,0,1307,63,20,1,0,5,1299.120361328125,0.09000000357627869,0.8799999952316284,0.019999999552965164,0.0,0.0,0.0
2011-12-01,12 PENCILS SMALL TUBE RED RETROSPOT,52,3,0,0,0,0,0,0,1,0,1015,56,2,0,0,2,1011.8744506835938,0.3400000035762787,0.1599999964237213,0.0,0.4699999988079071,0.0,0.029999999329447746
2011-12-01,12 PENCILS SMALL TUBE SKULL,65,4,1,0,0,1,0,0,1,0,703,23,1,0,0,1,266.1378173828125,0.029999999329447746,0.7099999785423279,0.05999999865889549,0.0,0.0,0.20000000298023224
2011-12-01,12 PENCILS TALL TUBE POSY,151,6,0,0,0,1,1,0,0,0,224,9,0,0,0,0,49.79921340942383,0.20999999344348907,0.7599999904632568,0.029999999329447746,0.0,0.0,0.0
2011-12-01,12 PENCILS TALL TUBE RED RETROSPOT,55,5,0,0,0,1,0,0,1,0,587,53,10,0,0,1,536.8953247070312,0.019999999552965164,0.07999999821186066,0.8999999761581421,0.0,0.0,0.0
2011-12-01,12 PENCILS TALL TUBE SKULLS,41,3,1,0,0,1,0,0,1,0,525,58,11,0,0,1,472.6063537597656,0.1599999964237213,0.699999988079071,0.11999999731779099,0.0,0.0,0.019999999552965164
2011-12-01,12 PENCILS TALL TUBE WOODLAND,14,2,0,0,0,0,0,0,1,0,346,40,2,0,0,1,120.3022689819336,0.36000001430511475,0.05000000074505806,0.2199999988079071,0.05999999865889549,0.0,0.3199999928474426
2011-12-01,12 PINK HEN+CHICKS IN BASKET,1,1,0,0,0,0,1,0,0,0,6,1,0,0,0,0,1.0012118816375732,0.23000000417232513,0.7699999809265137,0.0,0.0,0.0,0.0
2011-07-01,12 PINK ROSE PEG PLACE SETTINGS,3,2,0,0,0,0,1,0,0,0,-3,2,0,0,0,0,4.99324369430542,0.009999999776482582,0.28999999165534973,0.0,0.0,0.0,0.699999988079071
2011-12-01,12 RED ROSE PEG PLACE SETTINGS,19,4,1,0,0,1,0,0,1,0,59,8,1,0,0,5,70.26708984375,0.07000000029802322,0.6299999952316284,0.20000000298023224,0.0,0.0,0.10000000149011612
2011-12-01,15CM CHRISTMAS GLASS BALL 20 LIGHTS,9,3,0,0,0,0,0,0,1,0,448,58,14,0,0,3,141.4409637451172,0.05000000074505806,0.9300000071525574,0.019999999552965164,0.0,0.0,0.0
2011-12-01,16 PIECE CUTLERY SET PANTRY DESIGN,36,0,2,1,0,1,0,0,1,0,16,5,1,0,0,1,41.637474060058594,0.3799999952316284,0.019999999552965164,0.10999999940395355,0.0,0.0,0.49000000953674316
2011-12-01,18PC WOODEN CUTLERY SET DISPOSABLE,6,0,3,0,0,0,0,0,1,0,1,1,0,0,0,0,114.96014404296875,0.019999999552965164,0.8799999952316284,0.10000000149011612,0.0,0.0,0.0
2011-12-01,2 DAISIES HAIR COMB,-5,0,1,0,0,1,1,0,0,0,3,0,3,0,0,0,1.0084598064422607,1.0,0.0,0.0,0.0,0.0,0.0
2011-11-01,2 PICTURE BOOK EGGS EASTER BUNNY,36,3,0,0,0,0,0,0,1,0,15,1,0,0,0,1,18.45656394958496,0.18000000715255737,0.1599999964237213,0.4000000059604645,0.0,0.0,0.25999999046325684
2011-11-01,2 PICTURE BOOK EGGS EASTER CHICKS,30,2,0,0,0,1,0,0,1,0,12,1,0,0,0,0,39.74672317504883,0.05000000074505806,0.8700000047683716,0.07999999821186066,0.0,0.0,0.0
2011-11-01,2 PICTURE BOOK EGGS EASTER DUCKS,12,1,0,0,0,0,0,0,1,0,12,1,0,0,0,0,13.713482856750488,0.029999999329447746,0.05999999865889549,0.9100000262260437,0.0,0.0,0.0
2011-12-01,20 DOLLY PEGS RETROSPOT,51,6,1,0,0,0,0,0,1,0,313,26,4,0,0,2,227.2920684814453,0.09000000357627869,0.7699999809265137,0.12999999523162842,0.0,0.0,0.0
2011-12-01,200 BENDY SKULL STRAWS,13,1,1,0,0,0,1,0,0,0,211,5,2,0,0,0,37.777976989746094,0.23000000417232513,0.25999999046325684,0.5099999904632568,0.0,0.0,0.0
2011-12-01,200 RED + WHITE BENDY STRAWS,7,1,3,0,0,0,0,0,1,0,56,11,9,0,0,0,121.40837097167969,0.11999999731779099,0.6800000071525574,0.05000000074505806,0.15000000596046448,0.0,0.0
2011-12-01,3 DRAWER ANTIQUE WHITE WOOD CABINET,12,2,0,0,0,0,0,0,1,0,213,47,3,0,0,5,211.72222900390625,0.550000011920929,0.029999999329447746,0.28999999165534973,0.0,0.0,0.11999999731779099
2011-12-01,3 GARDENIA MORRIS BOXED CANDLES,6,1,0,0,0,0,1,0,0,0,28,2,0,0,0,0,29.81247901916504,0.10999999940395355,0.8899999856948853,0.0,0.0,0.0,0.0
2011-12-01,3 HEARTS HANGING DECORATION RUSTIC,25,3,1,0,0,0,0,0,1,0,1333,69,11,1,0,1,1324.9095458984375,0.0,0.8999999761581421,0.03999999910593033,0.0,0.0,0.05000000074505806
2011-12-01,3 HOOK HANGER MAGIC GARDEN,98,2,2,1,0,0,0,0,1,0,241,2,0,1,0,1,5.031010627746582,0.10999999940395355,0.14000000059604645,0.6499999761581421,0.0,0.0,0.10000000149011612
2011-12-01,3 HOOK PHOTO SHELF ANTIQUE WHITE,10,5,2,0,0,0,0,0,1,0,96,30,4,0,0,2,344.3890686035156,0.05999999865889549,0.009999999776482582,0.9100000262260437,0.0,0.0,0.019999999552965164
2011-12-01,3 PIECE SPACEBOY COOKIE CUTTER SET,44,7,1,0,0,0,0,0,1,0,167,31,9,0,0,1,250.2564239501953,0.5699999928474426,0.15000000596046448,0.28999999165534973,0.0,0.0,0.0
2011-12-01,3 RAFFIA RIBBONS 50'S CHRISTMAS ,3,2,1,0,0,0,0,0,1,0,713,42,23,0,0,3,653.7755737304688,0.0,0.07000000029802322,0.9300000071525574,0.0,0.0,0.0
2011-12-01,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,16,1,2,0,0,0,0,0,1,0,171,10,20,0,0,1,170.4285125732422,0.009999999776482582,0.0,0.9900000095367432,0.0,0.0,0.0
2011-12-01,3 ROSE MORRIS BOXED CANDLES,6,0,2,0,0,0,0,0,1,0,441,61,1,0,0,3,438.39202880859375,0.5400000214576721,0.0,0.46000000834465027,0.0,0.0,0.0
2011-12-01,3 STRIPEY MICE FELTCRAFT,107,10,2,1,0,0,0,0,1,0,354,55,13,0,0,5,282.7357482910156,0.7599999904632568,0.03999999910593033,0.15000000596046448,0.009999999776482582,0.0,0.03999999910593033
2011-12-01,3 TIER CAKE TIN GREEN AND CREAM,2,1,0,0,0,0,0,0,1,0,44,17,8,0,0,1,48.13813018798828,0.3700000047683716,0.5199999809265137,0.05000000074505806,0.05999999865889549,0.0,0.009999999776482582
2011-12-01,3 TIER CAKE TIN RED AND CREAM,2,1,0,0,0,0,0,0,1,0,94,13,9,0,0,2,58.690181732177734,0.09000000357627869,0.4300000071525574,0.46000000834465027,0.0,0.0,0.019999999552965164
2011-11-01,3 TIER SWEETHEART GARDEN SHELF,3,2,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2.988356828689575,0.2800000011920929,0.7200000286102295,0.0,0.0,0.0,0.0
2011-12-01,3 TRADITIONAl BISCUIT CUTTERS  SET,22,9,0,0,0,0,0,0,1,0,202,24,4,0,0,3,99.73834228515625,0.14000000059604645,0.05999999865889549,0.7699999809265137,0.0,0.0,0.029999999329447746
2011-12-01,3 WHITE CHOC MORRIS BOXED CANDLES,7,0,1,0,0,0,0,0,1,0,388,28,4,0,0,4,385.705810546875,0.1899999976158142,0.03999999910593033,0.7699999809265137,0.0,0.0,0.0
2011-12-01,36 DOILIES DOLLY GIRL,44,4,0,0,0,0,1,0,0,0,39,4,0,0,0,0,18.047468185424805,0.10999999940395355,0.5299999713897705,0.36000001430511475,0.0,0.0,0.0
2011-12-01,36 DOILIES VINTAGE CHRISTMAS,37,4,0,0,0,0,0,0,1,0,207,5,2,0,0,0,70.62476348876953,0.14000000059604645,0.5199999809265137,0.0,0.0,0.0,0.33000001311302185
2011-12-01,36 FOIL HEART CAKE CASES,25,8,0,0,0,0,0,0,1,0,323,13,3,1,0,2,143.42408752441406,0.029999999329447746,0.41999998688697815,0.17000000178813934,0.3700000047683716,0.0,0.0
2011-12-01,36 FOIL STAR CAKE CASES ,21,5,0,0,0,0,1,0,0,0,215,15,6,0,0,1,69.98145294189453,0.6899999976158142,0.25999999046325684,0.0,0.0,0.0,0.05000000074505806
2011-09-01,36 PENCILS TUBE POSY,17,0,2,0,0,0,1,0,0,0,2,1,1,0,0,0,7.95888090133667,0.1899999976158142,0.8100000023841858,0.0,0.0,0.0,0.0
2011-12-01,36 PENCILS TUBE RED RETROSPOT,13,3,1,0,0,0,0,0,1,0,395,31,15,0,0,1,346.17718505859375,0.36000001430511475,0.23999999463558197,0.019999999552965164,0.14000000059604645,0.0,0.25
2011-12-01,36 PENCILS TUBE SKULLS,22,1,5,0,0,0,0,0,1,0,323,43,16,0,0,0,68.1227798461914,0.11999999731779099,0.75,0.10000000149011612,0.0,0.0,0.029999999329447746
2011-12-01,36 PENCILS TUBE WOODLAND,8,1,4,0,0,0,0,0,1,0,236,11,1,1,0,0,103.06466674804688,0.05000000074505806,0.7799999713897705,0.1599999964237213,0.0,0.0,0.0
